candidate_method,reference_method,k,strategy,metric,difference_definition,n_paired_patients,mean_paired_difference,bootstrap_95_lower,bootstrap_95_upper,bootstrap_unit
target_only,oa_hb_tpm_map,7,uniform,mean_hidden_hd95_px,candidate_minus_reference,98,0.013960088677466703,-0.05307673800357459,0.08197145880699717,patient
target_only,oa_hb_tpm_map,7,uniform,area_curve_relative_rmse,candidate_minus_reference,98,0.004342101329484965,0.001003246987777696,0.007932380175605097,patient
target_only,oa_hb_tpm_map,7,uniform,hidden_brier,candidate_minus_reference,98,-0.00016337428812166255,-0.00037142184577236727,1.8949111999593316e-05,patient
target_only,oa_hb_tpm_map,10,clustered,mean_hidden_dice,candidate_minus_reference,98,-0.0013155706951465023,-0.002810879983365967,9.374524358097927e-05,patient
target_only,oa_hb_tpm_map,10,clustered,mean_hidden_hd95_px,candidate_minus_reference,98,0.02939363752726734,-0.032909474769862515,0.09174535077338584,patient
target_only,oa_hb_tpm_map,10,clustered,area_curve_relative_rmse,candidate_minus_reference,98,0.004029970771104377,0.0010140908766247169,0.007426319264585734,patient
target_only,oa_hb_tpm_map,10,clustered,hidden_brier,candidate_minus_reference,98,-0.00023423299307421977,-0.00046981768711109467,-1.919343687441851e-05,patient
target_only,oa_hb_tpm_map,10,random,mean_hidden_dice,candidate_minus_reference,98,-0.0008693351715440784,-0.0022843101674040857,0.00043594486646658713,patient
target_only,oa_hb_tpm_map,10,random,mean_hidden_hd95_px,candidate_minus_reference,98,0.033153690036020644,-0.03860507818464123,0.10674915261233728,patient
target_only,oa_hb_tpm_map,10,random,area_curve_relative_rmse,candidate_minus_reference,98,0.006675998520077935,0.002888679413999448,0.010826278872147533,patient
target_only,oa_hb_tpm_map,10,random,hidden_brier,candidate_minus_reference,98,-0.0001385996308253734,-0.00034936356106393175,5.379717816047625e-05,patient
target_only,oa_hb_tpm_map,10,uniform,mean_hidden_dice,candidate_minus_reference,98,-0.0008412594533025968,-0.002173371456245345,0.000494101917362064,patient
target_only,oa_hb_tpm_map,10,uniform,mean_hidden_hd95_px,candidate_minus_reference,98,0.031383040241022446,-0.04231961839342332,0.10383736254844564,patient
target_only,oa_hb_tpm_map,10,uniform,area_curve_relative_rmse,candidate_minus_reference,98,0.006711343944030753,0.0029736835512130812,0.010837509408276368,patient
target_only,oa_hb_tpm_map,10,uniform,hidden_brier,candidate_minus_reference,98,-0.0001401746246431553,-0.0003578438414070702,5.2881108748972295e-05,patient
